Subject,mean_sentiment,n_feedback,rank_score
"eThink About It: November 6, 2000",0.0,2,0.0
eValueMarketing  - N60 Cancellation,0.0,3,0.0
ene,0.0,1,0.0
energynewslive.com,0.0,3,0.0
engram,0.0,1,0.0
ffl dues,0.0,1,0.0
Your 2nd round pick,0.0,1,0.0
line-up,0.0,1,0.0
*Updated* Nightly Duties and MDEA Load sheets folder,0.0,2,0.0
- Inventory Collected from CN=Don Baughman/OU=HOU/O=ECT -,0.0,3,0.0
1,0.0,2,0.0
1/2/01 Preliminary DPR,0.0,1,0.0
1/5/00 P&L,0.0,2,0.0
10/9 dpr,0.0,1,0.0
12/05/200,0.0,2,0.0
2000 Accomplishments,0.0,1,0.0
2000 Audit,0.0,1,0.0
2001 Plan,0.0,1,0.0
2001 Plan vs 2000 Forecast Explanation,0.0,2,0.0
2002 Holiday Schedule,0.0,2,0.0
24 hour trading position,0.0,2,0.0
4/25/01 To Do List,0.0,1,0.0
"ACN Power, Inc.",0.0,1,0.0
checkout for 5/3 hourly deals,0.0,2,0.0
ACRONYM ADDITIONS TO THE P&L AND PRICE SHEET.,0.0,4,0.0
AEP-HPL Transition Issues,0.0,1,0.0
AES Eastern Energy LP,0.0,2,0.0
"AES NewEnergy,Inc.",0.0,3,0.0
ANALYST SURVEY CONCLUSION,0.0,1,0.0
ANP Marketing Company,0.0,1,0.0
"AXIA ENERGY, LP",0.0,1,0.0
Access to Mary Solmonson's e-mail,0.0,1,0.0
for our meeting this morning,0.0,1,0.0
from Katherine Corbally,0.0,1,0.0
hey don,0.0,2,0.0
homo,0.0,5,0.0
hourly checkout AECI HE 9 from 5-3-01,0.0,3,0.0
houses,0.0,2,0.0
sailing pics,0.0,1,0.0
(REVISED)  Vacation/Paternity Leave Scheduled,-1.0,1,-0.6931471805599453
[cheatsheets] Bad News - Ricky Williams,-1.0,1,-0.6931471805599453
RE: Tracking problem,-1.0,1,-0.6931471805599453
Re: I need your phone # to help your debt problem. [h7gmu],-1.0,1,-0.6931471805599453
JD Leave Early,-1.0,1,-0.6931471805599453
pc problems,-1.0,1,-0.6931471805599453
W-2 problems,-1.0,2,-1.0986122886681098
Vacation/Paternity Leave Scheduled,-1.0,3,-1.3862943611198906
